Test	SubjID	Activity	Avg_time_Body_Acceleration_Mean()_along_Xaxis	Avg_time_Body_Acceleration_Mean()_along_Yaxis	Avg_time_Body_Acceleration_Mean()_along_Zaxis	Avg_time_Body_Acceleration_StandardDev()_along_Xaxis	Avg_time_Body_Acceleration_StandardDev()_along_Yaxis	Avg_time_Body_Acceleration_StandardDev()_along_Zaxis	Avg_time_Gravity_Acceleration_Mean()_along_Xaxis	Avg_time_Gravity_Acceleration_Mean()_along_Yaxis	Avg_time_Gravity_Acceleration_Mean()_along_Zaxis	Avg_time_Gravity_Acceleration_StandardDev()_along_Xaxis	Avg_time_Gravity_Acceleration_StandardDev()_along_Yaxis	Avg_time_Gravity_Acceleration_StandardDev()_along_Zaxis	Avg_time_Body_AccelerationJerk_Mean()_along_Xaxis	Avg_time_Body_AccelerationJerk_Mean()_along_Yaxis	Avg_time_Body_AccelerationJerk_Mean()_along_Zaxis	Avg_time_Body_AccelerationJerk_StandardDev()_along_Xaxis	Avg_time_Body_AccelerationJerk_StandardDev()_along_Yaxis	Avg_time_Body_AccelerationJerk_StandardDev()_along_Zaxis	Avg_time_BodyGyro_Mean()_along_Xaxis	Avg_time_BodyGyro_Mean()_along_Yaxis	Avg_time_BodyGyro_Mean()_along_Zaxis	Avg_time_BodyGyro_StandardDev()_along_Xaxis	Avg_time_BodyGyro_StandardDev()_along_Yaxis	Avg_time_BodyGyro_StandardDev()_along_Zaxis	Avg_time_BodyGyroJerk_Mean()_along_Xaxis	Avg_time_BodyGyroJerk_Mean()_along_Yaxis	Avg_time_BodyGyroJerk_Mean()_along_Zaxis	Avg_time_BodyGyroJerk_StandardDev()_along_Xaxis	Avg_time_BodyGyroJerk_StandardDev()_along_Yaxis	Avg_time_BodyGyroJerk_StandardDev()_along_Zaxis	Avg_time_Body_Acceleration_Magnitude_Mean()	Avg_time_Body_Acceleration_Magnitude_StandardDev()	Avg_time_Gravity_Acceleration_Magnitude_Mean()	Avg_time_Gravity_Acceleration_Magnitude_StandardDev()	Avg_time_Body_AccelerationJerk_Magnitude_Mean()	Avg_time_Body_AccelerationJerk_Magnitude_StandardDev()	Avg_time_BodyGyro_Magnitude_Mean()	Avg_time_BodyGyro_Magnitude_StandardDev()	Avg_time_BodyGyroJerk_Magnitude_Mean()	Avg_time_BodyGyroJerk_Magnitude_StandardDev()	Avg_freq_Body_Acceleration_Mean()_along_Xaxis	Avg_freq_Body_Acceleration_Mean()_along_Yaxis	Avg_freq_Body_Acceleration_Mean()_along_Zaxis	Avg_freq_Body_Acceleration_StandardDev()_along_Xaxis	Avg_freq_Body_Acceleration_StandardDev()_along_Yaxis	Avg_freq_Body_Acceleration_StandardDev()_along_Zaxis	Avg_freq_Body_Acceleration_MeanFreq()_along_Xaxis	Avg_freq_Body_Acceleration_MeanFreq()_along_Yaxis	Avg_freq_Body_Acceleration_MeanFreq()_along_Zaxis	Avg_freq_Body_AccelerationJerk_Mean()_along_Xaxis	Avg_freq_Body_AccelerationJerk_Mean()_along_Yaxis	Avg_freq_Body_AccelerationJerk_Mean()_along_Zaxis	Avg_freq_Body_AccelerationJerk_StandardDev()_along_Xaxis	Avg_freq_Body_AccelerationJerk_StandardDev()_along_Yaxis	Avg_freq_Body_AccelerationJerk_StandardDev()_along_Zaxis	Avg_freq_Body_AccelerationJerk_MeanFreq()_along_Xaxis	Avg_freq_Body_AccelerationJerk_MeanFreq()_along_Yaxis	Avg_freq_Body_AccelerationJerk_MeanFreq()_along_Zaxis	Avg_freq_BodyGyro_Mean()_along_Xaxis	Avg_freq_BodyGyro_Mean()_along_Yaxis	Avg_freq_BodyGyro_Mean()_along_Zaxis	Avg_freq_BodyGyro_StandardDev()_along_Xaxis	Avg_freq_BodyGyro_StandardDev()_along_Yaxis	Avg_freq_BodyGyro_StandardDev()_along_Zaxis	Avg_freq_BodyGyro_MeanFreq()_along_Xaxis	Avg_freq_BodyGyro_MeanFreq()_along_Yaxis	Avg_freq_BodyGyro_MeanFreq()_along_Zaxis	Avg_freq_Body_Acceleration_Magnitude_Mean()	Avg_freq_Body_Acceleration_Magnitude_StandardDev()	Avg_freq_Body_Acceleration_Magnitude_MeanFreq()	Avg_freq_BodyBody_AccelerationJerk_Magnitude_Mean()	Avg_freq_BodyBody_AccelerationJerk_Magnitude_StandardDev()	Avg_freq_BodyBody_AccelerationJerk_Magnitude_MeanFreq()	Avg_freq_BodyBodyGyro_Magnitude_Mean()	Avg_freq_BodyBodyGyro_Magnitude_StandardDev()	Avg_freq_BodyBodyGyro_Magnitude_MeanFreq()	Avg_freq_BodyBodyGyroJerk_Magnitude_Mean()	Avg_freq_BodyBodyGyroJerk_Magnitude_StandardDev()	Avg_freq_BodyBodyGyroJerk_Magnitude_MeanFreq()
1	13	           WALKING	0.2759	-0.018566	-0.11143	-0.346980	 0.141867	-0.220504	 0.9109	-0.283659	-0.131300	-0.9725	-0.9609	-0.9486	0.08096	 0.003083645	 0.00597249	-0.220910	 0.056549	-0.37463	-0.0174208	-0.079847	 0.0784206	-0.37606	-0.290024	-0.36337	-0.09666	-0.03198	-0.063669	-0.21681	-0.35776	-0.341766	-0.1356439	-0.29255	-0.1356439	-0.29255	-0.133205	-0.13179	-0.218670	-0.25324	-0.30351	-0.32212	-0.33503	 0.095515	-0.24685	-0.353300	 0.092197	-0.26990	-0.23146271	 0.0194304	 0.1521610	-0.290461	-0.043920	-0.34226	-0.219716	 0.094674	-0.406173	-0.190906	-0.447119511	-0.204510	-0.19286	-0.25621	-0.27661	-0.4357	-0.31862	-0.45533	-0.022909	 0.074127	 0.1260142	-0.234601	-0.4383890	 0.2535323	-0.1521115	-0.11359	 0.1180312	-0.2674724	-0.37995	 0.3025769	-0.33853	-0.34929	 0.2290380
1	13	WALKING_DOWNSTAIRS	0.2949	-0.014372	-0.10199	-0.068156	-0.032125	-0.158333	 0.9419	-0.211555	-0.095082	-0.9526	-0.9285	-0.8940	0.10170	-0.007518682	-0.02529777	-0.074091	-0.149028	-0.31705	-0.1226722	-0.023721	 0.1112842	-0.41701	-0.198848	-0.32277	-0.06472	-0.06694	-0.051202	-0.46374	-0.25916	-0.367089	-0.0294634	-0.01561	-0.0294634	-0.01561	-0.127926	-0.04340	-0.102114	-0.23676	-0.32355	-0.27649	-0.07266	-0.036454	-0.15118	-0.068044	-0.092444	-0.23332	-0.38555449	-0.0142120	 0.1200508	-0.114852	-0.207812	-0.27614	-0.114745	-0.141775	-0.356579	-0.346609	-0.456641239	-0.304014	-0.31968	-0.13383	-0.21291	-0.4522	-0.24966	-0.42701	-0.174692	 0.066527	-0.0346308	 0.052879	-0.2109128	 0.0821411	-0.0282157	-0.07099	 0.0266434	-0.2061217	-0.40056	 0.2574211	-0.26640	-0.34309	 0.2074357
1	13	  WALKING_UPSTAIRS	0.2582	-0.027739	-0.12577	-0.296285	 0.104471	-0.217211	 0.8476	-0.357405	-0.207507	-0.9464	-0.9221	-0.9103	0.06924	-0.001280098	-0.02541263	-0.487326	-0.323334	-0.66092	-0.1382938	 0.003820	 0.1166796	-0.54107	-0.403572	-0.21181	-0.06648	-0.04531	-0.066165	-0.63104	-0.67881	-0.550880	-0.1011535	-0.32634	-0.1011535	-0.32634	-0.456190	-0.45123	-0.237183	-0.41566	-0.63196	-0.66922	-0.38246	-0.063656	-0.40479	-0.266081	 0.114657	-0.18484	-0.48008006	-0.2471656	-0.2851773	-0.506212	-0.368996	-0.63150	-0.514338	-0.319400	-0.689236	-0.323344	-0.586022409	-0.504003	-0.48211	-0.49218	-0.25534	-0.5629	-0.36428	-0.27253	-0.211194	-0.293383	-0.2407208	-0.367523	-0.4090655	-0.1509047	-0.4251000	-0.49109	-0.0278380	-0.4854773	-0.47077	-0.1041311	-0.65609	-0.71226	 0.1073013
1	18	          STANDING	0.2785	-0.016635	-0.10845	-0.992020	-0.954223	-0.961874	 0.9476	-0.204206	-0.048577	-0.9943	-0.9813	-0.9760	0.07535	 0.010469872	-0.00181640	-0.989437	-0.975278	-0.98846	-0.0265873	-0.073226	 0.0843191	-0.96225	-0.980417	-0.97282	-0.09872	-0.04066	-0.053238	-0.98197	-0.99115	-0.986259	-0.9726075	-0.97229	-0.9726075	-0.97229	-0.985965	-0.98602	-0.963007	-0.95980	-0.98869	-0.98852	-0.99041	-0.961239	-0.97577	-0.992789	-0.952912	-0.95722	 0.01566958	-0.0437105	-0.0176422	-0.989545	-0.975244	-0.98627	-0.990288	-0.977179	-0.989276	 0.200296	-0.157432016	 0.004090	-0.96443	-0.98356	-0.97429	-0.9623	-0.97880	-0.97482	-0.250059	-0.264498	-0.1004562	-0.976798	-0.9732649	 0.0447928	-0.9849871	-0.98628	 0.3610140	-0.9723526	-0.95911	-0.2125597	-0.98896	-0.98841	 0.0985402
1	18	           SITTING	0.2773	-0.012869	-0.11190	-0.994348	-0.974928	-0.977573	 0.9098	 0.129886	 0.161877	-0.9940	-0.9840	-0.9783	0.07662	 0.006945603	 0.00278757	-0.991625	-0.984003	-0.99015	-0.0333057	-0.068580	 0.0848141	-0.99196	-0.986753	-0.98153	-0.09547	-0.03971	-0.052303	-0.99417	-0.99422	-0.992814	-0.9836742	-0.98160	-0.9836742	-0.98160	-0.989870	-0.99116	-0.977635	-0.98137	-0.99487	-0.99487	-0.99314	-0.976539	-0.98300	-0.994907	-0.974980	-0.97572	 0.05123633	 0.1712899	 0.1714595	-0.991925	-0.983642	-0.98869	-0.992039	-0.985695	-0.990142	 0.234748	 0.006871954	 0.043744	-0.98996	-0.98870	-0.98303	-0.9926	-0.98571	-0.98280	 0.113675	-0.150376	 0.1032034	-0.984781	-0.9822262	 0.3045811	-0.9904071	-0.99104	 0.4590908	-0.9865352	-0.98125	 0.0492560	-0.99481	-0.99497	 0.3296175
1	18	            LAYING	0.2747	-0.017394	-0.10770	-0.984528	-0.986161	-0.987659	-0.2206	 0.719755	 0.605495	-0.9827	-0.9941	-0.9910	0.07500	 0.011701896	-0.00121345	-0.985921	-0.985554	-0.99066	-0.0251762	-0.083759	 0.0937782	-0.99287	-0.984203	-0.98511	-0.09972	-0.03934	-0.059314	-0.99610	-0.99055	-0.992548	-0.9864562	-0.98646	-0.9864562	-0.98646	-0.988322	-0.98953	-0.980741	-0.98056	-0.99310	-0.99215	-0.98518	-0.984910	-0.98861	-0.984322	-0.986746	-0.98722	-0.09752781	 0.2644601	 0.3242755	-0.986405	-0.985865	-0.98912	-0.986641	-0.986211	-0.990745	 0.159761	 0.055169281	 0.166856	-0.99244	-0.98561	-0.98500	-0.9930	-0.98346	-0.98648	 0.055156	-0.055605	 0.1930839	-0.986788	-0.9876485	 0.3394726	-0.9885484	-0.98971	 0.3936359	-0.9843291	-0.98147	 0.1593754	-0.99190	-0.99274	 0.3201322
1	18	           WALKING	0.2739	-0.017802	-0.10422	-0.376006	-0.227006	-0.428348	 0.9239	-0.254317	-0.060931	-0.9830	-0.9753	-0.9725	0.07675	 0.028274548	 0.01068509	-0.368057	-0.320159	-0.63333	-0.0399400	-0.061373	 0.0944718	-0.70444	-0.496432	-0.51142	-0.09664	-0.04338	-0.050263	-0.57813	-0.69493	-0.663260	-0.2879081	-0.46035	-0.2879081	-0.46035	-0.379269	-0.42542	-0.500471	-0.60851	-0.63649	-0.72659	-0.37148	-0.243606	-0.48977	-0.378068	-0.267274	-0.43986	-0.36210708	 0.0639303	 0.0048836	-0.414797	-0.361909	-0.60115	-0.375993	-0.320264	-0.664327	-0.348774	-0.337293285	-0.206330	-0.60967	-0.57090	-0.53815	-0.7349	-0.46089	-0.54841	 0.018239	-0.281460	-0.2355978	-0.424387	-0.5655631	 0.1316469	-0.4140378	-0.44445	 0.0893294	-0.6203314	-0.66891	 0.1756386	-0.71060	-0.76941	 0.2699676
1	18	WALKING_DOWNSTAIRS	0.2884	-0.016867	-0.10339	-0.302635	-0.254214	-0.418610	 0.9323	-0.225809	-0.049364	-0.9604	-0.9330	-0.9217	0.08090	-0.000757069	-0.01417699	-0.387224	-0.447034	-0.65125	-0.0576549	-0.063621	 0.0987472	-0.50247	-0.617231	-0.48366	-0.08366	-0.05091	-0.057059	-0.67672	-0.75261	-0.605655	-0.2935320	-0.22993	-0.2935320	-0.22993	-0.466516	-0.38252	-0.381023	-0.50800	-0.70166	-0.74416	-0.35009	-0.309050	-0.50582	-0.285536	-0.273798	-0.41826	-0.43584150	-0.1400943	-0.0976589	-0.412728	-0.465983	-0.62214	-0.416051	-0.464546	-0.678751	-0.334194	-0.430209135	-0.313078	-0.48923	-0.64153	-0.44703	-0.5139	-0.60776	-0.54400	-0.300671	-0.235263	-0.2116495	-0.241974	-0.3442994	-0.0768406	-0.3833987	-0.38657	 0.0059300	-0.6047354	-0.53384	-0.1592211	-0.74424	-0.76343	 0.0717609
1	18	  WALKING_UPSTAIRS	0.2654	-0.022206	-0.11266	-0.380168	-0.211155	-0.314373	 0.8833	-0.316620	-0.106113	-0.9617	-0.9421	-0.9078	0.08124	 0.021165469	 0.00935897	-0.563202	-0.567941	-0.76083	-0.0470684	-0.052613	 0.0906736	-0.59384	-0.507297	-0.43392	-0.09000	-0.05275	-0.069254	-0.76069	-0.82887	-0.718952	-0.2791463	-0.37184	-0.2791463	-0.37184	-0.601464	-0.57933	-0.369109	-0.52806	-0.78165	-0.83553	-0.46510	-0.363451	-0.52273	-0.350640	-0.190551	-0.26957	-0.51759684	-0.2494486	-0.4068853	-0.589411	-0.579650	-0.73615	-0.575331	-0.585531	-0.784728	-0.442089	-0.466043114	-0.512443	-0.59232	-0.64982	-0.50436	-0.6007	-0.44343	-0.46602	-0.304205	-0.502729	-0.3223331	-0.436561	-0.4362189	-0.2186155	-0.5744814	-0.58793	-0.0290343	-0.6540291	-0.53304	-0.3381258	-0.82619	-0.86091	 0.0772587
1	20	          STANDING	0.2781	-0.018070	-0.10040	-0.967210	-0.875410	-0.913142	 0.9112	-0.305939	 0.070866	-0.9819	-0.9575	-0.9424	0.07636	 0.011693022	-0.00613682	-0.959528	-0.935606	-0.95894	-0.0241335	-0.069831	 0.0773671	-0.88675	-0.903914	-0.90734	-0.10205	-0.04322	-0.051815	-0.92164	-0.94763	-0.948670	-0.9224069	-0.91067	-0.9224069	-0.91067	-0.956625	-0.93845	-0.883675	-0.84368	-0.94794	-0.92633	-0.96193	-0.898194	-0.92999	-0.969806	-0.872525	-0.91100	-0.07327939	-0.1647707	-0.0103802	-0.959710	-0.935718	-0.95274	-0.963099	-0.940474	-0.963973	 0.098241	-0.316121169	-0.078293	-0.88102	-0.91065	-0.91141	-0.8905	-0.90124	-0.91487	-0.358193	-0.360072	-0.2351506	-0.921226	-0.9186519	-0.0784368	-0.9400079	-0.93603	-0.0061341	-0.8794377	-0.84913	-0.3054153	-0.92960	-0.92723	-0.1337514
1	20	           SITTING	0.2780	-0.014723	-0.10837	-0.983082	-0.936123	-0.929106	 0.9245	 0.073339	 0.151679	-0.9858	-0.9670	-0.9359	0.07466	 0.005974303	 0.00160135	-0.982078	-0.970897	-0.97652	-0.0364059	-0.065069	 0.0642882	-0.97631	-0.960105	-0.94577	-0.09600	-0.04073	-0.046584	-0.97741	-0.97968	-0.979742	-0.9527380	-0.93776	-0.9527380	-0.93776	-0.978775	-0.97254	-0.939574	-0.94107	-0.98301	-0.97508	-0.98120	-0.945199	-0.94760	-0.983978	-0.935032	-0.92495	-0.06188904	-0.0050093	 0.0087389	-0.982244	-0.971158	-0.97321	-0.983566	-0.972777	-0.978459	 0.136601	-0.124408291	-0.083123	-0.96991	-0.96464	-0.95096	-0.9784	-0.95802	-0.94918	-0.032702	-0.314721	-0.1446548	-0.946913	-0.9421512	 0.0408664	-0.9717305	-0.97260	 0.2297132	-0.9533991	-0.94373	-0.1749801	-0.97611	-0.97523	 0.1336353
1	20	            LAYING	0.2395	-0.014441	-0.10427	-0.962249	-0.964098	-0.972572	-0.4724	 0.864883	 0.477573	-0.9287	-0.9760	-0.9765	0.08927	 0.001108225	-0.00309892	-0.984271	-0.977003	-0.98499	-0.0231761	-0.095490	 0.1236802	-0.98448	-0.972942	-0.97241	-0.09950	-0.03878	-0.061003	-0.98928	-0.98154	-0.986671	-0.9607431	-0.93949	-0.9607431	-0.93949	-0.984670	-0.98016	-0.960447	-0.96215	-0.98675	-0.98108	-0.96573	-0.965596	-0.97639	-0.960998	-0.964961	-0.97190	-0.21303428	 0.2744524	 0.2768985	-0.983890	-0.977221	-0.98288	-0.986214	-0.978451	-0.985708	 0.116642	 0.021220187	 0.028493	-0.98262	-0.97312	-0.97228	-0.9852	-0.97309	-0.97500	-0.043008	-0.078400	 0.0083239	-0.952827	-0.9418941	 0.1877580	-0.9796955	-0.97957	 0.2627069	-0.9698322	-0.96421	 0.0116918	-0.98112	-0.98199	 0.1996536
1	20	           WALKING	0.2726	-0.021200	-0.11354	-0.208343	 0.489772	-0.228734	 0.9000	-0.344444	-0.035130	-0.9703	-0.9620	-0.9539	0.08412	-0.021061956	 0.00634457	-0.090645	 0.244311	-0.38766	-0.0234104	-0.074105	 0.0851360	-0.23294	 0.085832	-0.16575	-0.06800	-0.05142	-0.054927	-0.25323	-0.12755	-0.227044	 0.0394023	-0.15693	 0.0394023	-0.15693	-0.042936	 0.02108	 0.068628	-0.03679	-0.19489	-0.14986	-0.14740	 0.403466	-0.27221	-0.234986	 0.438436	-0.26650	-0.22731994	-0.0036860	 0.2394146	-0.138717	 0.157934	-0.34599	-0.122237	 0.255614	-0.427690	-0.257051	-0.475080055	-0.152723	-0.09362	 0.03101	-0.10889	-0.2799	 0.10770	-0.26496	-0.096699	 0.001397	-0.0890586	-0.003533	-0.3899340	 0.2918827	 0.0545269	-0.03107	 0.0864818	-0.0520066	-0.19621	 0.2066991	-0.18037	-0.17198	 0.0212252
1	20	WALKING_DOWNSTAIRS	0.2961	-0.009641	-0.10460	 0.074510	 0.616937	-0.160939	 0.9197	-0.277420	-0.028259	-0.9405	-0.9086	-0.9197	0.06950	 0.004364496	-0.00253482	-0.135700	 0.289671	-0.38150	-0.1113677	 0.013902	 0.1039005	-0.20494	-0.146794	 0.15972	-0.04525	-0.05774	-0.061531	-0.24924	-0.33457	 0.003079	 0.2218516	 0.17264	 0.2218516	 0.17264	-0.061270	 0.04672	 0.093842	-0.03058	-0.26818	-0.27559	-0.03433	 0.524188	-0.18810	 0.113033	 0.560191	-0.21392	-0.49751472	-0.0494956	 0.0511865	-0.199360	 0.205829	-0.35622	-0.147279	 0.293120	-0.405295	-0.450949	-0.498526976	-0.480249	-0.06296	-0.13810	 0.25704	-0.2534	-0.15996	 0.01831	-0.221550	-0.094529	-0.1019617	 0.151888	 0.0002422	-0.1024749	 0.0137917	 0.07904	-0.1128763	-0.1005661	-0.15168	-0.0374112	-0.31167	-0.28166	-0.0429685
1	20	  WALKING_UPSTAIRS	0.2521	-0.028226	-0.12102	-0.116089	 0.152196	-0.229249	 0.7771	-0.479895	-0.130118	-0.9314	-0.9246	-0.9041	0.08365	 0.006599826	-0.02454210	-0.185695	-0.260790	-0.51364	 0.0659193	-0.174651	 0.0587019	-0.49270	-0.104722	 0.18412	-0.14839	-0.01898	-0.051899	-0.47111	-0.39399	-0.253867	 0.0087250	-0.19827	 0.0087250	-0.19827	-0.255611	-0.23944	 0.022330	-0.25393	-0.37193	-0.45540	-0.14044	-0.029383	-0.31843	-0.108445	 0.164547	-0.24244	-0.44849230	-0.1556621	-0.1090836	-0.256162	-0.312161	-0.49276	-0.187091	-0.255008	-0.533202	-0.475002	-0.553407266	-0.448064	-0.37268	-0.16234	 0.11508	-0.5320	-0.07905	 0.09548	-0.157269	-0.260135	-0.2683677	-0.205009	-0.3202410	 0.0274686	-0.2150140	-0.28045	-0.0202231	-0.2866277	-0.36095	 0.0046113	-0.45039	-0.50282	 0.1190292
1	24	          STANDING	0.2803	-0.014479	-0.10822	-0.987256	-0.936872	-0.930284	 0.9664	-0.145201	-0.053059	-0.9922	-0.9682	-0.9462	0.07462	 0.010983969	-0.00358775	-0.980574	-0.967746	-0.97772	-0.0278612	-0.069255	 0.0771246	-0.96074	-0.967299	-0.96996	-0.09919	-0.04317	-0.051718	-0.97586	-0.98198	-0.983277	-0.9500610	-0.94790	-0.9500610	-0.94790	-0.977621	-0.97311	-0.954519	-0.95310	-0.98239	-0.98000	-0.98418	-0.948970	-0.95382	-0.988852	-0.934455	-0.92380	 0.10532074	-0.0931357	 0.0014607	-0.981162	-0.967721	-0.97417	-0.981722	-0.970228	-0.979937	 0.207088	-0.131947804	 0.081477	-0.95854	-0.97043	-0.97013	-0.9619	-0.96580	-0.97269	-0.289553	-0.129027	-0.0650613	-0.960066	-0.9495226	-0.0499986	-0.9722514	-0.97320	 0.2932916	-0.9639223	-0.95441	-0.2215369	-0.98112	-0.97976	 0.1448691
1	24	           SITTING	0.2735	-0.013126	-0.10304	-0.990594	-0.956256	-0.957056	 0.9196	 0.182255	 0.109560	-0.9897	-0.9717	-0.9634	0.07633	 0.004767026	-0.00113300	-0.988564	-0.979574	-0.98466	-0.0356230	-0.075013	 0.0800440	-0.98811	-0.977954	-0.97128	-0.09518	-0.04062	-0.051597	-0.99144	-0.98978	-0.989850	-0.9689792	-0.96378	-0.9689792	-0.96378	-0.985556	-0.98542	-0.964633	-0.96926	-0.99131	-0.99072	-0.98953	-0.962773	-0.96699	-0.991100	-0.954998	-0.95440	-0.01659930	 0.0015484	 0.0972630	-0.988857	-0.979228	-0.98197	-0.989289	-0.981550	-0.986008	 0.187752	-0.088446399	-0.004462	-0.98568	-0.98120	-0.97469	-0.9889	-0.97625	-0.97285	 0.041033	-0.281538	-0.0466431	-0.968905	-0.9658523	 0.0943832	-0.9844700	-0.98561	 0.3535444	-0.9779737	-0.96911	-0.1038045	-0.99085	-0.99093	 0.2122965
1	24	            LAYING	0.2729	-0.017356	-0.10724	-0.967984	-0.983126	-0.973567	-0.3593	 0.738431	 0.683840	-0.9604	-0.9935	-0.9792	0.08072	 0.011981952	-0.00589226	-0.986365	-0.982430	-0.98309	-0.0143680	-0.095554	 0.1117307	-0.98265	-0.960300	-0.98170	-0.10281	-0.03823	-0.062412	-0.97987	-0.97809	-0.992382	-0.9718540	-0.96935	-0.9718540	-0.96935	-0.985529	-0.98361	-0.953792	-0.95783	-0.98278	-0.97866	-0.97589	-0.980830	-0.97663	-0.965167	-0.984572	-0.97306	-0.40194542	 0.2808890	 0.2426692	-0.985999	-0.982141	-0.98155	-0.988141	-0.984125	-0.983186	 0.152360	 0.075304113	 0.086269	-0.97657	-0.96611	-0.98109	-0.9847	-0.95779	-0.98360	 0.213437	-0.181215	 0.2585715	-0.973171	-0.9710630	 0.0811246	-0.9831081	-0.98329	 0.3473093	-0.9640014	-0.96137	 0.0544279	-0.97860	-0.98010	 0.2618139
1	24	           WALKING	0.2770	-0.022545	-0.11060	-0.470762	-0.154127	-0.288840	 0.9597	-0.115116	-0.140910	-0.9831	-0.9626	-0.9628	0.07319	 0.012125459	-0.01164014	-0.485863	-0.302220	-0.49119	-0.0545127	-0.065844	 0.0972006	-0.58060	-0.487166	-0.39615	-0.06253	-0.05029	-0.073984	-0.49077	-0.51425	-0.557968	-0.2999836	-0.48106	-0.2999836	-0.48106	-0.399722	-0.40982	-0.403064	-0.56386	-0.50782	-0.55602	-0.49242	-0.203194	-0.34449	-0.462734	-0.182766	-0.31465	-0.31204634	-0.0678927	 0.0275268	-0.509628	-0.352829	-0.46992	-0.507641	-0.294354	-0.511116	-0.253177	-0.439634006	-0.400928	-0.46830	-0.47984	-0.39145	-0.6169	-0.49590	-0.45334	-0.055099	 0.047996	-0.2246716	-0.434619	-0.5902658	 0.1535883	-0.4186410	-0.40298	 0.1028502	-0.5345092	-0.66803	 0.3514920	-0.57159	-0.56745	 0.2092004
1	24	WALKING_DOWNSTAIRS	0.2886	-0.014573	-0.10482	-0.082732	-0.102607	-0.205566	 0.9509	-0.128327	-0.140123	-0.9618	-0.9415	-0.9422	0.08026	-0.004473163	-0.00846916	-0.337219	-0.169292	-0.29024	-0.0867069	-0.054230	 0.1119737	-0.43192	-0.484674	-0.49108	-0.09141	-0.02918	-0.041206	-0.35844	-0.51933	-0.478691	-0.0737699	-0.02248	-0.0737699	-0.02248	-0.263107	-0.14350	-0.304966	-0.36369	-0.49715	-0.45916	-0.22232	-0.086183	-0.17383	-0.034909	-0.169191	-0.29155	-0.54166387	-0.0116849	 0.2012991	-0.376176	-0.225824	-0.25000	-0.355931	-0.163627	-0.328570	-0.398145	-0.415305378	-0.297521	-0.27247	-0.43348	-0.39629	-0.4849	-0.52341	-0.57328	-0.054529	 0.093588	 0.0208410	-0.023170	-0.1752917	-0.0364416	-0.2008301	-0.08276	-0.0019854	-0.3742987	-0.47015	 0.1647726	-0.47445	-0.47803	 0.0997292
1	24	  WALKING_UPSTAIRS	0.2699	-0.025198	-0.11425	-0.344399	-0.116804	-0.255601	 0.9064	-0.237498	-0.227135	-0.9622	-0.9167	-0.9350	0.08623	-0.015081605	-0.01323537	-0.498765	-0.515221	-0.52381	 0.0883164	-0.105933	 0.0248291	-0.57743	-0.568534	-0.27460	-0.14680	-0.03174	-0.049843	-0.64049	-0.64664	-0.648975	-0.2264028	-0.30685	-0.2264028	-0.30685	-0.488488	-0.44107	-0.334436	-0.50393	-0.65875	-0.63818	-0.39579	-0.252413	-0.31279	-0.326166	-0.107788	-0.28314	-0.50246328	-0.2717136	-0.0999242	-0.515645	-0.527604	-0.48339	-0.527105	-0.535843	-0.562727	-0.392831	-0.508876718	-0.426530	-0.50319	-0.54662	-0.37218	-0.6029	-0.58618	-0.31200	-0.187708	-0.067744	-0.3435697	-0.322301	-0.4062834	-0.1137271	-0.4298008	-0.45965	 0.0077673	-0.5646650	-0.54907	-0.0612402	-0.64611	-0.65388	 0.0122259
0	 1	          STANDING	0.2789	-0.016138	-0.11060	-0.995760	-0.973190	-0.979776	 0.9430	-0.272984	 0.013491	-0.9938	-0.9812	-0.9763	0.07538	 0.007975731	-0.00368525	-0.994605	-0.985649	-0.99225	-0.0239877	-0.059397	 0.0748008	-0.98719	-0.987734	-0.98065	-0.09961	-0.04406	-0.048951	-0.99295	-0.99514	-0.992108	-0.9842782	-0.98194	-0.9842782	-0.98194	-0.992368	-0.99310	-0.976494	-0.97869	-0.99497	-0.99473	-0.99525	-0.977071	-0.98530	-0.996028	-0.972293	-0.97794	 0.08651536	 0.1174789	 0.2448586	-0.994631	-0.985419	-0.99075	-0.995074	-0.987018	-0.992350	 0.314183	 0.039161895	 0.138581	-0.98639	-0.98898	-0.98077	-0.9875	-0.98711	-0.98235	-0.120293	-0.044719	 0.1006076	-0.985356	-0.9823138	 0.2845553	-0.9925425	-0.99254	 0.4222201	-0.9846176	-0.97847	-0.0286058	-0.99482	-0.99467	 0.3344987
0	 1	           SITTING	0.2612	-0.001308	-0.10454	-0.977229	-0.922619	-0.939586	 0.8315	 0.204412	 0.332044	-0.9685	-0.9355	-0.9490	0.07748	-0.000619103	-0.00336779	-0.986431	-0.981372	-0.98791	-0.0453501	-0.091924	 0.0629314	-0.97721	-0.966474	-0.94143	-0.09368	-0.04021	-0.046703	-0.99173	-0.98952	-0.987936	-0.9485368	-0.92708	-0.9485368	-0.92708	-0.987364	-0.98412	-0.930892	-0.93453	-0.99198	-0.98831	-0.97964	-0.944085	-0.95918	-0.976412	-0.917275	-0.93447	-0.04951360	 0.0759461	 0.2388299	-0.986597	-0.981579	-0.98605	-0.987493	-0.982514	-0.988339	 0.256611	 0.047543784	 0.092392	-0.97616	-0.97584	-0.95132	-0.9779	-0.96235	-0.94392	 0.189153	 0.063127	-0.0297839	-0.947783	-0.9284448	 0.2366550	-0.9852621	-0.98161	 0.3518522	-0.9584356	-0.93220	-0.0002622	-0.98980	-0.98705	 0.1847759
